feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
age,0.14,0.14862735201474528,0.008627352014745265,0.2,0.22219213795290907,0.022192137952909058,0.8,0.8127368230987432,0.012736823098743133,0.87,0.8770886567390579,0.007088656739057897
symptom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
symptom_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
symptom_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
symptom_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
TSH,1e-05,6.63914455656647e-05,5.6391445565664696e-05,4e-05,0.00025499548530673506,0.00021499548530673506,0.012,0.020327080521812948,0.008327080521812948,0.073,0.09625278218807724,0.023252782188077248
T3,0.003,0.004695401533232089,0.0016954015332320887,0.009,0.010163550622129326,0.0011635506221293265,0.031,0.03408755395062013,0.003087553950620131,0.045,0.054307189349752774,0.009307189349752776
T4,0.022,0.02317699719458997,0.0011769971945899717,0.061,0.06683754895602848,0.0058375489560284766,0.17,0.1846149396003045,0.014614939600304494,0.22201000000000023,0.23006340277967915,0.00805340277967892
T3_uptake,0.057,0.056416232113606975,0.0005837678863930273,0.071,0.0706294536247788,0.00037054637522118683,0.131,0.11874303742840252,0.012256962571597488,0.168,0.16141000812016215,0.006589991879837859
FTI,0.021989999999999992,0.01695588685624773,0.005034113143752263,0.068,0.06735885838059671,0.0006411416194032904,0.17,0.16102610848986573,0.00897389151013428,0.22601000000000024,0.2094964911878865,0.016513508812113747
