feature,ks_statistic,p_value
age,0.07277777777777777,5.3145963744292515e-17
symptom_1,0.011111111111111112,0.7658008869259465
symptom_2,0.0009722222222222222,0.9999999999999998
symptom_3,0.0059722222222222225,0.9995310160587597
symptom_4,0.0043055555555555555,0.9999999098424746
symptom_5,0.011527777777777777,0.7250971310513267
symptom_6,0.0005555555555555556,1.0
symptom_7,0.0077777777777777776,0.9814000907652018
symptom_8,0.01,0.8643173179847804
symptom_9,0.00986111111111111,0.8751546174864111
symptom_10,0.0002777777777777778,0.9999999999999999
symptom_11,0.007916666666666667,0.977745715673304
symptom_12,0.004166666666666667,0.9999999734167496
symptom_13,0.010694444444444444,0.8048337694723284
symptom_14,0.0001388888888888889,0.9999999999999991
symptom_15,0.019444444444444445,0.13142210371682334
TSH,0.10319444444444445,8.81323128348451e-34
T3,0.29680555555555554,4.629743695022081e-280
T4,0.1025,2.473708805988077e-33
T3_uptake,0.09458333333333334,1.939422294394784e-28
FTI,0.07291666666666667,4.592912025331998e-17
