feature,ks_statistic,p_value
0.73,0.2325324890802735,1.0
0,0.007264492753623188,1.0
1,0.03178743961352657,1.0
0.1,0.10527563627664337,1.0
0.2,0.08930378061767838,1.0
0.3,0.03416134185303514,1.0
0.4,0.03166516182803167,1.0
0.5,0.039442495871340154,1.0
1.1,0.03805324041919402,1.0
0.6,0.03374089379697798,1.0
0.7,0.030546005618064236,1.0
0.8,0.024998244354925838,1.0
0.9,0.0643044172801778,1.0
0.10,0.03888533901313454,1.0
0.11,0.00013890818169190166,1.0
0.12,0.030826542266672842,1.0
0.0006,0.19796322020033646,1.0
0.015,0.27731887916531617,1.0
0.12.1,0.06503208393141023,1.0
0.082,0.07617435291938696,1.0
0.146,0.050741287370159434,1.0
