feature,ks_statistic,p_value
age,0.06138888888888889,3.238462429615476e-12
symptom_1,0.021666666666666667,0.06809020578287897
symptom_2,0.009027777777777777,0.9309656339121547
symptom_3,0.025416666666666667,0.01909590220520651
symptom_4,0.017083333333333332,0.24417059172321776
symptom_5,0.01875,0.15904339156191954
symptom_6,0.019444444444444445,0.13142210371682334
symptom_7,0.011111111111111112,0.7658008869259465
symptom_8,0.021388888888888888,0.07421306487401416
symptom_9,0.06305555555555556,7.261035747171014e-13
symptom_10,0.003611111111111111,0.9999999999560364
symptom_11,0.013333333333333334,0.5441737104705187
symptom_12,0.014027777777777778,0.4780932579859509
symptom_13,0.012222222222222223,0.655300505262196
symptom_14,0.006944444444444444,0.9950721857879766
symptom_15,0.0033333333333333335,0.9999999999995054
TSH,0.7025,0.0
T3,0.3111111111111111,3.8578170174479395e-308
T4,0.07083333333333333,3.9818799667858427e-16
T3_uptake,0.1823611111111111,5.453502624061552e-105
FTI,0.1786111111111111,1.0375289341762723e-100
