feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.034847051403342794,0.0024834437086092703
BMI,0.03881661936297698,0.11236597287921792,0.07354935351624094
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.06980447808262377,0.029233680227057704
Diabetes,0.15758830022075054,0.19923525701671396,0.04164695679596342
PhysActivity,0.2434563229265216,0.23394433932513403,0.00951198360138758
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.1853240302743614,0.003256070640176606
HvyAlcoholConsump,0.05619678334910123,0.06629217912330496,0.010095395774203729
AnyHealthcare,0.04894749290444655,0.08893093661305582,0.03998344370860927
NoDocbcCost,0.08417691579943236,0.14260485651214128,0.05842794071270892
GenHlth,0.04762298959318827,0.06339877010406812,0.015775780510879855
MentHlth,0.14273099968464206,0.20663434247871335,0.06390334279407128
PhysHlth,0.161419899085462,0.1814727215389467,0.020052822453484692
DiffWalk,0.16822374645222327,0.20534137496058025,0.03711762850835698
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
