feature,ks_statistic,p_value
HighBP,0.016568117313150443,1.1444256588984753e-30
HighChol,0.021113213497319427,1.5487454957215585e-49
CholCheck,0.0024834437086092703,0.4145285290483591
BMI,0.13400741091138435,0.0
Smoker,0.006520025228634485,4.1451994986000506e-05
Stroke,0.029233680227057746,1.4037866819676207e-94
Diabetes,0.04164695679596342,1.6271034232689556e-191
PhysActivity,0.00951198360138758,2.1523960863356005e-10
Fruits,0.03209161147902867,6.889777085120569e-114
Veggies,0.003256070640176606,0.13578528112211458
HvyAlcoholConsump,0.010095395774203708,1.1820788500377902e-11
AnyHealthcare,0.03998344370860927,1.4859495731374574e-176
NoDocbcCost,0.05842794071270896,0.0
GenHlth,0.05987464522232733,0.0
MentHlth,0.12586723431094293,0.0
PhysHlth,0.07674235257016715,0.0
DiffWalk,0.03711762850835698,3.2755679731467868e-152
Sex,0.02705771050141914,4.385987637377931e-81
Age,0.036924471775465095,1.2329183592424602e-150
Education,0.04265216020182905,7.51106666694939e-201
Income,0.07175969725638598,0.0
