feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
Age,0.0,0.0,0.0
Race,0.0,0.0,0.0
Marital Status,0.0,0.0,0.0
T Stage ,0.0,0.0,0.0
N Stage,0.0,0.0,0.0
6th Stage,0.0,0.0,0.0
differentiate,0.0,0.0,0.0
Grade,0.0,0.0,0.0
Tumor Size,0.055168986083499,0.16923459244532804,0.11406560636182904
Estrogen Status,0.0,0.0,0.0
Progesterone Status,0.0,0.0,0.0
Regional Node Examined,0.017892644135188866,0.00024850894632206757,0.0176441351888668
Reginol Node Positive,0.08548707753479125,0.024105367793240556,0.06138170974155069
Survival Months,0.0044731610337972166,0.0014910536779324055,0.002982107355864811
Status,0.0,0.0,0.0
