feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.0271,0.010230495111952065
BMI,0.03881661936297698,0.12255,0.08373338063702303
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.05975,0.01917920214443393
Diabetes,0.15758830022075054,0.27305,0.11546169977924947
PhysActivity,0.2434563229265216,0.4092,0.1657436770734784
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.2495,0.060919899085462
HvyAlcoholConsump,0.05619678334910123,0.07975,0.023553216650898774
AnyHealthcare,0.04894749290444655,0.08325,0.03430250709555346
NoDocbcCost,0.08417691579943236,0.1808,0.09662308420056763
GenHlth,0.04762298959318827,0.1058,0.05817701040681174
MentHlth,0.14273099968464206,0.41885,0.27611900031535797
PhysHlth,0.161419899085462,0.4351,0.273680100914538
DiffWalk,0.16822374645222327,0.3853,0.2170762535477767
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
