feature,ks_statistic,p_value
HighBP,0.048598896247240675,1.8612632849162279e-38
HighChol,0.05727906023336493,2.95935405133665e-53
CholCheck,0.0016195048880479346,0.9999999998912796
BMI,0.038527672658467293,2.5066701327820714e-24
Smoker,0.03673144118574578,3.765726604853536e-22
Stroke,0.03752920214443389,4.18710070688353e-23
Diabetes,0.1100116997792494,2.6421053361288734e-195
PhysActivity,0.05374367707347841,6.186865714129575e-47
Fruits,0.03865575528224535,1.7374500599100804e-24
Veggies,0.008719899085462002,0.11928181920797773
HvyAlcoholConsump,0.0216967833491013,5.258640009730907e-08
AnyHealthcare,0.005397492904446549,0.6526206462631173
NoDocbcCost,0.049523084200567724,6.4506277073003045e-40
GenHlth,0.19213431094292022,0.0
MentHlth,0.24208259224219497,0.0
PhysHlth,0.40297084515925574,0.0
DiffWalk,0.1344762535477767,1.286896751524879e-291
Sex,0.04139216335540841,5.161874236817252e-28
Age,0.0482586250394198,6.31690094293235e-38
Education,0.06762237464522225,4.663804457036928e-74
Income,0.07921351308735414,1.8311864004308724e-101
