feature,ks_statistic,p_value
age,0.0375,7.999682473347585e-05
symptom_1,0.012361111111111111,0.6412443964396736
symptom_2,0.00125,0.9999999999999998
symptom_3,0.007222222222222222,0.9918992484916385
symptom_4,0.016527777777777777,0.2790538000995226
symptom_5,0.02,0.11225060992822299
symptom_6,0.009166666666666667,0.9228451710705017
symptom_7,0.004166666666666667,0.9999999734167496
symptom_8,0.006666666666666667,0.9971961405909021
symptom_9,0.024583333333333332,0.02577781397447729
symptom_10,0.017222222222222222,0.23597825925839197
symptom_11,0.002777777777777778,0.9999999999999991
symptom_12,0.0031944444444444446,0.9999999999999675
symptom_13,0.011111111111111112,0.7658008869259465
symptom_14,0.0001388888888888889,0.9999999999999991
symptom_15,0.016527777777777777,0.2790538000995226
TSH,0.10222222222222223,3.730615980738919e-33
T3,0.2013888888888889,4.1546282066770766e-128
T4,0.08777777777777777,1.509896805221972e-24
T3_uptake,0.051527777777777777,9.899340924611935e-09
FTI,0.08430555555555555,1.1267322483540448e-22
