feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
age,0.14,0.13022683413268454,0.00977316586731547,0.2,0.22531166792159532,0.02531166792159531,0.8,0.7996543802922215,0.0003456197077785772,0.87,0.830038841204237,0.03996115879576301
symptom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
symptom_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
symptom_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
symptom_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
symptom_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
TSH,1e-05,5.43328457205787e-05,4.43328457205787e-05,4e-05,0.00024137468930347008,0.00020137468930347008,0.012,0.01881327215868158,0.0068132721586815805,0.073,0.10858704187714716,0.03558704187714716
T3,0.003,0.0032612606008501537,0.0002612606008501536,0.009,0.008575087923000551,0.000424912076999448,0.031,0.032571230424447,0.0015712304244469982,0.045,0.04890538549372884,0.00390538549372884
T4,0.022,0.031773821887599814,0.009773821887599815,0.061,0.0675917783798316,0.006591778379831603,0.17,0.19198956326629252,0.021989563266292506,0.22201000000000023,0.2561914580529583,0.03418145805295805
T3_uptake,0.057,0.06315676997007837,0.006156769970078364,0.071,0.07488647050080631,0.003886470500806316,0.131,0.1448757743513516,0.013875774351351594,0.168,0.18376009305967858,0.01576009305967857
FTI,0.021989999999999992,0.023336350747784396,0.0013463507477844035,0.068,0.06624583626337865,0.0017541637366213503,0.17,0.16895706834906601,0.001042931650933998,0.22601000000000024,0.2327535496718995,0.006743549671899274
