feature,ks_statistic,p_value
0.73,0.19818232856415244,1.0
0,0.03648550724637681,1.0
1,0.029981884057971014,1.0
0.1,0.024997858498865582,1.0
0.2,0.008470447284345048,1.0
0.3,0.022911341853035144,1.0
0.4,0.02055405071692056,1.0
0.5,0.015553606982451267,1.0
1.1,0.014997684863638469,1.0
0.6,0.019852004908089086,1.0
0.7,0.040962672284730904,1.0
0.8,0.014581577688259172,1.0
0.9,0.00958219505795558,1.0
0.10,0.035690894568690096,1.0
0.11,0.00013890818169190166,1.0
0.12,0.029993208933339507,1.0
0.0006,0.12384860551619824,1.0
0.015,0.21105994659752125,1.0
0.12.1,0.11200716534703895,1.0
0.082,0.18133596873022487,1.0
0.146,0.07092431819234153,1.0
