feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
0.73,0.14,0.3030263087596785,0.1630263087596785,0.2,0.30981489685822344,0.10981489685822343,0.8,0.7889232208462551,0.011076779153744942,0.87,0.7979540175931984,0.0720459824068016
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0006,1e-05,5.1965718304013236e-05,4.1965718304013236e-05,4e-05,0.00022496799399035,0.00018496799399035,0.012,0.012312454771074377,0.00031245477107437643,0.073,0.0767521693574029,0.0037521693574028986
0.015,0.003,0.003259719909942966,0.00025971990994296586,0.009,0.0071846951457567405,0.0018153048542432588,0.031,0.0326565234660515,0.001656523466051503,0.045,0.05019119505617284,0.00519119505617284
0.12.1,0.022,0.03620983921842524,0.014209839218425238,0.061,0.06021863007509763,0.000781369924902367,0.17,0.15897177766768736,0.011028222332312654,0.22201999999999952,0.19925357445266093,0.022766425547338598
0.082,0.057,0.06570074648192506,0.008700746481925058,0.071,0.07770124734990683,0.006701247349906833,0.131,0.1419262043371077,0.010926204337107698,0.168,0.19036798411313177,0.02236798411313176
0.146,0.021980000000000003,0.04839387792030404,0.02641387792030404,0.068,0.073588271906004,0.005588271906004,0.17,0.18277140559452204,0.012771405594522028,0.22601999999999953,0.25857260891228,0.032552608912280484
