feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
Age,0.0,0.0,0.0
Race,0.0,0.0,0.0
Marital Status,0.0,0.0,0.0
T Stage ,0.0,0.0,0.0
N Stage,0.0,0.0,0.0
6th Stage,0.0,0.0,0.0
differentiate,0.0,0.0,0.0
Grade,0.0,0.0,0.0
Tumor Size,0.055168986083499,0.2040258449304175,0.14885685884691852
Estrogen Status,0.0,0.0,0.0
Progesterone Status,0.0,0.0,0.0
Regional Node Examined,0.017892644135188866,0.04696819085487078,0.029075546719681912
Reginol Node Positive,0.08548707753479125,0.13046719681908547,0.044980119284294226
Survival Months,0.0044731610337972166,0.028578528827037774,0.02410536779324056
Status,0.0,0.0,0.0
