feature,ks_statistic,p_value
0.73,0.21456894090228582,1.0
0,0.031068840579710145,1.0
1,0.03803743961352657,1.0
0.1,0.00041452516553224986,1.0
0.2,0.0006926695065672702,1.0
0.3,0.027911341853035145,1.0
0.4,0.03555405071692056,1.0
0.5,0.0163869403157846,1.0
1.1,0.025692129308082914,1.0
0.6,0.017352004908089087,1.0
0.7,0.03596267228473091,1.0
0.8,0.020692688799370283,1.0
0.9,0.0020821950579555802,1.0
0.10,0.02749645012424565,1.0
0.11,0.00013890818169190166,1.0
0.12,0.021243208933339506,1.0
0.0006,0.3152233334876758,1.0
0.015,0.2496857588245281,1.0
0.12.1,0.06842233103363121,1.0
0.082,0.06075768625272029,1.0
0.146,0.13175765152567487,1.0
