feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
0.73,0.14,0.29762111044495143,0.15762111044495142,0.2,0.31033026729891966,0.11033026729891965,0.8,0.7984961132654333,0.001503886734566695,0.87,0.8121954127553886,0.05780458724461135
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0006,1e-05,0.000186878885407589,0.000176878885407589,4e-05,0.0006147989156649501,0.0005747989156649501,0.012,0.012887731161573017,0.0008877311615730164,0.073,0.07481696275112736,0.00181696275112736
0.015,0.003,0.006132369373632294,0.003132369373632294,0.009,0.01035086748961733,0.0013508674896173314,0.031,0.036152539585392864,0.005152539585392864,0.045,0.0581617478975134,0.013161747897513398
0.12.1,0.022,0.040404701817008504,0.018404701817008505,0.061,0.06634247483057243,0.00534247483057243,0.17,0.18104813059602712,0.011048130596027106,0.22201999999999952,0.23161715961675294,0.00959715961675342
0.082,0.057,0.05279665075766475,0.004203349242335251,0.071,0.0666775913709771,0.004322408629022889,0.131,0.12459370834582571,0.006406291654174293,0.168,0.17360473912951094,0.005604739129510927
0.146,0.021980000000000003,0.05092283619104856,0.028942836191048555,0.068,0.07138918175254258,0.003389181752542575,0.17,0.1927378117442993,0.022737811744299286,0.22601999999999953,0.26484637092145513,0.038826370921455605
