feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.02313938820561337,0.014191106906338694
BMI,0.03881661936297698,0.0619520655944497,0.02313544623147272
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.07605250709555346,0.03548170923998739
Diabetes,0.15758830022075054,0.22353752759381898,0.06594922737306844
PhysActivity,0.2434563229265216,0.27819694102806686,0.034740618101545245
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.1934484389782403,0.004868338063702293
HvyAlcoholConsump,0.05619678334910123,0.043972721538946706,0.012224061810154521
AnyHealthcare,0.04894749290444655,0.05033112582781457,0.0013836329233680236
NoDocbcCost,0.08417691579943236,0.15001970987070326,0.0658427940712709
GenHlth,0.04762298959318827,0.08849731945758436,0.0408743298643961
MentHlth,0.14273099968464206,0.2163749605802586,0.07364396089561653
PhysHlth,0.161419899085462,0.36217281614632607,0.20075291706086407
DiffWalk,0.16822374645222327,0.31724613686534214,0.14902239041311888
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
