feature,ks_statistic,p_value
HighBP,0.04747713654998431,9.227634465431491e-249
HighChol,0.039620782087669504,2.2521549318634678e-173
CholCheck,0.014191106906338694,1.2995711996195062e-22
BMI,0.07934405550299584,0.0
Smoker,0.024759539577420386,5.779200887552461e-68
Stroke,0.03548170923998739,3.981307319533552e-139
Diabetes,0.06594922737306841,0.0
PhysActivity,0.034740618101545245,2.15522951173472e-133
Fruits,0.01983207190160835,9.316038971556384e-44
Veggies,0.004868338063702293,0.004896422988537376
HvyAlcoholConsump,0.012224061810154563,6.89142639928979e-17
AnyHealthcare,0.0013836329233680236,0.9683786129424229
NoDocbcCost,0.06584279407127092,0.0
GenHlth,0.18438189845474617,0.0
MentHlth,0.1663394828129927,0.0
PhysHlth,0.46911069063386945,0.0
DiffWalk,0.14902239041311893,0.0
Sex,0.06557473982970674,0.0
Age,0.035655156102175956,1.7405014398737704e-140
Education,0.05244796594134338,1.7441084499936108e-303
Income,0.09615263323872592,0.0
