feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.034,0.0033304951119520615
BMI,0.03881661936297698,0.03915,0.00033338063702301884
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.0776,0.037029202144433934
Diabetes,0.15758830022075054,0.2004,0.04281169977924945
PhysActivity,0.2434563229265216,0.2601,0.016643677073478386
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.158,0.030580100914538
HvyAlcoholConsump,0.05619678334910123,0.02745,0.02874678334910123
AnyHealthcare,0.04894749290444655,0.0505,0.0015525070955534556
NoDocbcCost,0.08417691579943236,0.11945,0.03527308420056764
GenHlth,0.04762298959318827,0.11165,0.06402701040681173
MentHlth,0.14273099968464206,0.27755,0.13481900031535796
PhysHlth,0.161419899085462,0.32395,0.162530100914538
DiffWalk,0.16822374645222327,0.3558,0.18757625354777674
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
