feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.0189,0.018430495111952064
BMI,0.03881661936297698,0.08895,0.05013338063702302
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.0644,0.02382920214443393
Diabetes,0.15758830022075054,0.0884,0.06918830022075054
PhysActivity,0.2434563229265216,0.25155,0.008093677073478384
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.24375,0.05516989908546199
HvyAlcoholConsump,0.05619678334910123,0.116,0.05980321665089878
AnyHealthcare,0.04894749290444655,0.0639,0.01495250709555345
NoDocbcCost,0.08417691579943236,0.19685,0.11267308420056764
GenHlth,0.04762298959318827,0.07135,0.02372701040681173
MentHlth,0.14273099968464206,0.39755,0.254819000315358
PhysHlth,0.161419899085462,0.31615,0.15473010091453798
DiffWalk,0.16822374645222327,0.2307,0.06247625354777672
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
