feature,ks_statistic,p_value
age,0.05638888888888889,2.2581670270124428e-10
symptom_1,0.0077777777777777776,0.9814000907652018
symptom_2,0.014166666666666666,0.46534602986814433
symptom_3,0.013055555555555556,0.5715144791469268
symptom_4,0.022222222222222223,0.05712706209857127
symptom_5,0.006388888888888889,0.9985256228520843
symptom_6,0.011805555555555555,0.6973586879820927
symptom_7,0.0005555555555555556,1.0
symptom_8,0.017916666666666668,0.1980888849872359
symptom_9,0.02388888888888889,0.03284842077267438
symptom_10,0.015833333333333335,0.3275029414690228
symptom_11,0.0022222222222222222,0.9999999999999998
symptom_12,0.004027777777777778,0.9999999931237348
symptom_13,0.017083333333333332,0.24417059172321776
symptom_14,0.0001388888888888889,0.9999999999999991
symptom_15,0.002777777777777778,0.9999999999999991
TSH,0.08708333333333333,3.627427619339067e-24
T3,0.25180555555555556,7.932380901810887e-201
T4,0.04583333333333333,5.376267066328471e-07
T3_uptake,0.04527777777777778,7.742044493906781e-07
FTI,0.04986111111111111,3.345142160095365e-08
