feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
age,0.14,0.12014812097419326,0.01985187902580675,0.2,0.19010361508472487,0.009896384915275142,0.8,0.7917504899468099,0.00824951005319019,0.87,0.8402094240490445,0.029790575950955467
symptom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
symptom_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
TSH,1e-05,4.51160993758914e-05,3.51160993758914e-05,4e-05,0.00020220155028374503,0.00016220155028374503,0.012,0.025814560275228222,0.013814560275228222,0.073,0.14967543341278236,0.07667543341278237
T3,0.003,0.004264632094942238,0.001264632094942238,0.009,0.009011131754561192,1.1131754561192336e-05,0.031,0.03862663515692518,0.007626635156925181,0.045,0.06500396089437731,0.02000396089437731
T4,0.022,0.01504746024986185,0.006952539750138148,0.061,0.052648851137613535,0.008351148862386464,0.17,0.18989716597945844,0.019897165979458425,0.22201000000000023,0.24712803125361718,0.025118031253616946
T3_uptake,0.057,0.06278654995934535,0.005786549959345348,0.071,0.07150963541239606,0.00050963541239607,0.131,0.13931571350452993,0.00831571350452992,0.168,0.18512074078213853,0.017120740782138516
FTI,0.021989999999999992,0.016315995502828168,0.005674004497171824,0.068,0.06296234356588412,0.005037656434115884,0.17,0.1790338166477555,0.009033816647755488,0.22601000000000024,0.24419518215634486,0.018185182156344626
