feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.07576080100914538,0.03843030589719332
BMI,0.03881661936297698,0.06059602649006623,0.02177940712708925
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.07014742983286029,0.029576631977294224
Diabetes,0.15758830022075054,0.21951277199621572,0.06192447177546517
PhysActivity,0.2434563229265216,0.24324739829706718,0.00020892462945443224
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.15574739829706716,0.032832702617470844
HvyAlcoholConsump,0.05619678334910123,0.037334437086092714,0.018862346263008513
AnyHealthcare,0.04894749290444655,0.08655392620624408,0.03760643330179753
NoDocbcCost,0.08417691579943236,0.13291942604856513,0.04874251024913277
GenHlth,0.04762298959318827,0.06720671712393567,0.0195837275307474
MentHlth,0.14273099968464206,0.11314648375906654,0.029584515925575525
PhysHlth,0.161419899085462,0.21136865342163355,0.04994875433617155
DiffWalk,0.16822374645222327,0.15070561337117627,0.017518133081046994
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
