feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
0.73,0.14,0.13088265182954195,0.009117348170458062,0.2,0.2119777934604272,0.011977793460427183,0.8,0.8131741905405943,0.01317419054059421,0.87,0.8681391182840801,0.0018608817159199154
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0006,1e-05,7.439809758662276e-05,6.439809758662276e-05,4e-05,0.00031079327660680004,0.00027079327660680004,0.012,0.017034369793820007,0.005034369793820007,0.073,0.09787175875893875,0.024871758758938753
0.015,0.003,0.005059988430553689,0.0020599884305536886,0.009,0.009713038495114604,0.0007130384951146047,0.031,0.03521584531057637,0.004215845310576373,0.045,0.05343185321951237,0.00843185321951237
0.12.1,0.022,0.027404415283708645,0.005404415283708646,0.061,0.06817795438543109,0.00717795438543109,0.17,0.18052973708983447,0.010529737089834457,0.22201999999999952,0.22600240798366567,0.003982407983666142
0.082,0.057,0.05672577989918778,0.00027422010081222525,0.071,0.06807373844678805,0.002926261553211948,0.131,0.1251404523046034,0.005859547695396594,0.168,0.17069249744565992,0.0026924974456599138
0.146,0.021980000000000003,0.02651249560567179,0.004532495605671788,0.068,0.06889636139390827,0.0008963613939082654,0.17,0.17160512275113787,0.0016051227511378607,0.22601999999999953,0.24244079883500197,0.016420798835002443
