feature,ks_statistic,p_value
0.73,0.034152274235619146,1.0
0,0.009957729468599033,1.0
1,0.006648550724637681,1.0
0.1,0.012081191832198917,1.0
0.2,0.017637113951011713,1.0
0.3,0.013883564075257366,1.0
0.4,0.00805405071692056,1.0
0.5,0.003470273649117933,1.0
1.1,0.004307870691917087,1.0
0.6,0.010703550647466469,1.0
0.7,0.0012595499374913183,1.0
0.8,0.0012482443549258384,1.0
0.9,0.003748861724622247,1.0
0.10,0.014024227902023428,1.0
0.11,0.00013890818169190166,1.0
0.12,0.018465431155561728,1.0
0.0006,0.11627274621475205,1.0
0.015,0.13357464771341698,1.0
0.12.1,0.0785612199225201,1.0
0.082,0.10839657514160918,1.0
0.146,0.030068277229862172,1.0
