feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
age,0.14,0.1314243964531984,0.008575603546801619,0.2,0.1928271066644062,0.007172893335593816,0.8,0.8088049088029478,0.008804908802947709,0.87,0.8869778048169826,0.016977804816982633
symptom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
symptom_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
symptom_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
symptom_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
TSH,1e-05,0.000117743054606108,0.000107743054606108,4e-05,0.00046230280073903,0.00042230280073903,0.012,0.025902930580688762,0.013902930580688762,0.073,0.12709410027640697,0.05409410027640697
T3,0.003,0.001853637826783246,0.001146362173216754,0.009,0.005987854943463865,0.003012145056536134,0.031,0.033180347089252896,0.002180347089252896,0.045,0.051223278700105825,0.006223278700105826
T4,0.022,0.022315566830995906,0.00031556683099590727,0.061,0.05281411526731462,0.008185884732685382,0.17,0.1760768339531836,0.006076833953183591,0.22201000000000023,0.23343370024816057,0.011423700248160334
T3_uptake,0.057,0.053503742949131385,0.0034962570508686175,0.071,0.06455472783315541,0.006445272166844582,0.131,0.12351003095984306,0.007489969040156946,0.168,0.16155430480199343,0.006445695198006585
FTI,0.021989999999999992,0.028646260348946198,0.006656260348946206,0.068,0.06885686519618313,0.0008568651961831236,0.17,0.2023823433642265,0.03238234336422649,0.22601000000000024,0.2599674691566395,0.03395746915663925
