feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
age,0.0,0.0,0.0
symptom_1,0.0,0.0,0.0
symptom_2,0.13055555555555556,0.15916666666666668,0.028611111111111115
symptom_3,0.015416666666666667,0.025,0.009583333333333334
symptom_4,0.012777777777777779,0.029166666666666667,0.01638888888888889
symptom_5,0.03833333333333333,0.05527777777777778,0.01694444444444445
symptom_6,0.010833333333333334,0.02125,0.010416666666666668
symptom_7,0.014027777777777778,0.015694444444444445,0.001666666666666667
symptom_8,0.016805555555555556,0.013194444444444444,0.003611111111111112
symptom_9,0.06555555555555556,0.04722222222222222,0.01833333333333334
symptom_10,0.06875,0.08583333333333333,0.017083333333333325
symptom_11,0.012638888888888889,0.017916666666666668,0.005277777777777779
symptom_12,0.008194444444444445,0.012777777777777779,0.004583333333333333
symptom_13,0.025555555555555557,0.03763888888888889,0.012083333333333331
symptom_14,0.0001388888888888889,0.0,0.0001388888888888889
symptom_15,0.04888888888888889,0.06736111111111111,0.018472222222222216
TSH,0.10555555555555556,0.1525,0.04694444444444444
T3,0.11416666666666667,0.17027777777777778,0.05611111111111111
T4,0.05402777777777778,0.0648611111111111,0.010833333333333327
T3_uptake,0.06875,0.075,0.006249999999999992
FTI,0.06236111111111111,0.1,0.037638888888888895
