feature,ks_statistic,p_value
age,0.03652777777777778,0.0001343411199752663
symptom_1,0.01125,0.7523853687150757
symptom_2,0.008194444444444445,0.9690441753293058
symptom_3,0.010833333333333334,0.7920504721956517
symptom_4,0.012777777777777779,0.5992294889804718
symptom_5,0.010277777777777778,0.841510988237376
symptom_6,0.003472222222222222,0.9999999999946586
symptom_7,0.002361111111111111,0.9999999999999998
symptom_8,0.0004166666666666667,1.0
symptom_9,0.01986111111111111,0.11681309105276486
symptom_10,0.012361111111111111,0.6412443964396736
symptom_11,0.005694444444444445,0.999811798305198
symptom_12,0.0015277777777777779,1.0
symptom_13,0.009444444444444445,0.9051421508409244
symptom_14,0.0001388888888888889,0.9999999999999991
symptom_15,0.0015277777777777779,1.0
TSH,0.1272222222222222,3.60085964027999e-51
T3,0.19055555555555556,1.1717011660259472e-114
T4,0.041944444444444444,6.287722890093989e-06
T3_uptake,0.1515277777777778,1.7084192153312843e-72
FTI,0.03180555555555555,0.0013726014168453896
