feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
age,0.14,0.1533262323399348,0.013326232339934796,0.2,0.22664618562089392,0.02664618562089391,0.8,0.7827615894463712,0.017238410553628847,0.87,0.8313488405315289,0.038651159468471086
symptom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
symptom_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
symptom_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
TSH,1e-05,8.70160905997992e-05,7.70160905997992e-05,4e-05,0.0003739864701899551,0.0003339864701899551,0.012,0.02475490950306275,0.01275490950306275,0.073,0.11668578265484943,0.04368578265484943
T3,0.003,0.0035234307375536047,0.0005234307375536046,0.009,0.007710292662559096,0.0012897073374409035,0.031,0.03631682105814568,0.005316821058145682,0.045,0.05788481026674264,0.012884810266742638
T4,0.022,0.017465613219674575,0.004534386780325424,0.061,0.058926825271592626,0.002073174728407373,0.17,0.1851927266833437,0.015192726683343677,0.22201000000000023,0.2557244383564985,0.03371443835649826
T3_uptake,0.057,0.0680864245393229,0.011086424539322896,0.071,0.07801621505544637,0.007016215055446376,0.131,0.14600866761226242,0.01500866761226241,0.168,0.1938300418770127,0.025830041877012683
FTI,0.021989999999999992,0.02058486337963969,0.0014051366203603026,0.068,0.0660297862714116,0.0019702137285884103,0.17,0.18275112127370566,0.012751121273705646,0.22601000000000024,0.2607448669170993,0.034734866917099066
