feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
0.73,0.14,0.2658097188592656,0.12580971885926556,0.2,0.27565757896323717,0.07565757896323716,0.8,0.7527061933155201,0.04729380668447991,0.87,0.7616654716187227,0.10833452838127733
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0006,1e-05,9.329646434045982e-05,8.329646434045982e-05,4e-05,0.00038398560004517505,0.00034398560004517505,0.012,0.012002782022549363,2.782022549363203e-06,0.073,0.09924403780744831,0.026244037807448314
0.015,0.003,0.005694564044637351,0.002694564044637351,0.009,0.010467956614750175,0.0014679566147501755,0.031,0.03501539396268366,0.004015393962683661,0.045,0.05366238790595268,0.008662387905952681
0.12.1,0.022,0.045904539612813655,0.023904539612813656,0.061,0.07421135604427516,0.01321135604427516,0.17,0.19232051869325212,0.022320518693252106,0.22201999999999952,0.2502623174851285,0.02824231748512898
0.082,0.057,0.052593989643785,0.004406010356215004,0.071,0.06488383263597527,0.006116167364024719,0.131,0.1238667041289678,0.0071332958710322025,0.168,0.1715374465319442,0.003537446531944183
0.146,0.021980000000000003,0.03901024160187372,0.017030241601873716,0.068,0.06760263942192932,0.0003973605780706879,0.17,0.16504306499234683,0.004956935007653179,0.22601999999999953,0.21899649429871026,0.007023505701289262
