feature,ks_statistic,p_value
0.73,0.15733931024370668,1.0
0,0.012264492753623188,1.0
1,0.028454106280193237,1.0
0.1,0.011247858498865584,1.0
0.2,0.00944266950656727,1.0
0.3,0.030550230741924034,1.0
0.4,0.027220717383587226,1.0
0.5,0.020692495871340155,1.0
1.1,0.016386573752527358,1.0
0.6,0.02304644935253353,1.0
0.7,0.030546005618064236,1.0
0.8,0.021248244354925838,1.0
0.9,0.011109972835733358,1.0
0.10,0.03707978345757899,1.0
0.11,0.00013890818169190166,1.0
0.12,0.030687653377783952,1.0
0.0006,0.2035566668210091,1.0
0.015,0.2234357588245281,1.0
0.12.1,0.16883745427605687,1.0
0.082,0.1396605431309904,1.0
0.146,0.09687383278541772,1.0
