feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.04539183222958058,0.008061337117628513
BMI,0.03881661936297698,0.037425102491327654,0.0013915168716493245
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.032115263323872593,0.008455534531693475
Diabetes,0.15758830022075054,0.1481748659728792,0.009413434247871333
PhysActivity,0.2434563229265216,0.25683538315988647,0.013379060233364853
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.20218779564806055,0.013607694733522552
HvyAlcoholConsump,0.05619678334910123,0.07165326395458846,0.015456480605487231
AnyHealthcare,0.04894749290444655,0.04768211920529802,0.001265373699148531
NoDocbcCost,0.08417691579943236,0.09518290760012614,0.011005991800693782
GenHlth,0.04762298959318827,0.04238804793440555,0.005234941658782716
MentHlth,0.14273099968464206,0.14097287921791232,0.00175812046672974
PhysHlth,0.161419899085462,0.1891516871649322,0.027731788079470188
DiffWalk,0.16822374645222327,0.16333175654367707,0.004891989908546196
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
