feature,ks_statistic,p_value
0.73,0.1381144178975475,1.0
0,0.18704106280193236,1.0
1,0.04178743961352657,1.0
0.1,0.017636747387754472,1.0
0.2,0.022359336173233938,1.0
0.3,0.009022452964146254,1.0
0.4,0.01791516182803167,1.0
0.5,0.013609162538006822,1.0
1.1,0.020414351530305134,1.0
0.6,0.015009106203022024,1.0
0.7,0.05790711672917535,1.0
0.8,0.024026022132703617,1.0
0.9,0.015693306169066692,1.0
0.10,0.013052005679801207,1.0
0.11,0.005972202929419209,1.0
0.12,0.01471543115556173,1.0
0.0006,0.3553873801916933,1.0
0.015,0.5346906013180843,1.0
0.12.1,0.2969158139247735,1.0
0.082,0.1341396567424488,1.0
0.146,0.22439654041456375,1.0
