feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
0.73,0.14,0.01,0.13,0.2,0.11158500000000002,0.088415,0.8,0.7902199999999997,0.009780000000000344,0.87,0.8849170000000004,0.014917000000000402
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0006,1e-05,0.0,1e-05,4e-05,0.0,4e-05,0.012,0.019610499999999993,0.007610499999999992,0.073,0.0669436000000003,0.006056399999999698
0.015,0.003,0.0005,0.0025,0.009,0.0005,0.008499999999999999,0.031,0.0236,0.0074,0.045,0.03360100000000002,0.011398999999999979
0.12.1,0.022,0.002,0.019999999999999997,0.061,0.02186,0.039139999999999994,0.17,0.15691049999999998,0.013089500000000032,0.22201999999999952,0.20482350000000007,0.01719649999999945
0.082,0.057,0.036989999999999995,0.020010000000000007,0.071,0.055,0.015999999999999993,0.131,0.127,0.0040000000000000036,0.168,0.176,0.00799999999999998
0.146,0.021980000000000003,0.030286999999999998,0.008306999999999995,0.068,0.0673985,0.0006015000000000048,0.17,0.1887215,0.018721499999999974,0.22601999999999953,0.2653884000000004,0.039368400000000886
