feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
HighBP,0.0,0.0,0.0
HighChol,0.0,0.0,0.0
CholCheck,0.037330495111952064,0.04195443077893409,0.004623935666982028
BMI,0.03881661936297698,0.0450922421948912,0.00627562283191422
Smoker,0.0,0.0,0.0
Stroke,0.04057079785556607,0.04175733207190161,0.0011865342163355427
Diabetes,0.15758830022075054,0.212961210974456,0.05537291075370546
PhysActivity,0.2434563229265216,0.272615105644907,0.029158782718385373
Fruits,0.0,0.0,0.0
Veggies,0.188580100914538,0.18327420372122358,0.005305897193314424
HvyAlcoholConsump,0.05619678334910123,0.06273257647429833,0.006535793125197108
AnyHealthcare,0.04894749290444655,0.06156969410280669,0.01262220119836014
NoDocbcCost,0.08417691579943236,0.1251340271207821,0.04095711132134973
GenHlth,0.04762298959318827,0.08874566382844529,0.04112267423525702
MentHlth,0.14273099968464206,0.2395340586565752,0.09680305897193314
PhysHlth,0.161419899085462,0.28215074109113847,0.12073084200567646
DiffWalk,0.16822374645222327,0.27058893093661307,0.1023651844843898
Sex,0.0,0.0,0.0
Age,0.0,0.0,0.0
Education,0.0,0.0,0.0
Income,0.0,0.0,0.0
