feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
Age,0.0,0.0,0.0
Race,0.0,0.0,0.0
Marital Status,0.0,0.0,0.0
T Stage ,0.0,0.0,0.0
N Stage,0.0,0.0,0.0
6th Stage,0.0,0.0,0.0
differentiate,0.0,0.0,0.0
Grade,0.0,0.0,0.0
Tumor Size,0.055168986083499,0.1794234592445328,0.12425447316103379
Estrogen Status,0.0,0.0,0.0
Progesterone Status,0.0,0.0,0.0
Regional Node Examined,0.017892644135188866,0.009691848906560637,0.00820079522862823
Reginol Node Positive,0.08548707753479125,0.11481113320079522,0.029324055666003976
Survival Months,0.0044731610337972166,0.0004970178926441351,0.003976143141153081
Status,0.0,0.0,0.0
